geno,pop,GDDTAS,GDDTSS,GDDTASIS,PHS,EHS,TLNS,GDDTAW,GDDTSW,GDDTASIW,PHW,EHW,TLNW,GDDTAP,GDDTSP,GDDTASIP,PHP,EHP,TLNP
05CL_2826,B73xCML254,1094.496584,1153.469424,54.00390791,157.5523044,75.12653177,24.01973124,936.9604976,938.1161611,2.522283088,130.2706248,66.12864317,18.9815864,157.5360863,215.3532628,51.48162483,27.28167957,8.997888595,5.03814484
05CL_2827,B73xCML254,1077.541764,1160.554665,82.81466338,152.3787993,67.61685304,22.81570273,911.2530221,921.0934566,9.207713729,131.4111317,61.41173884,17.81887888,166.288742,239.4612086,73.60694965,20.96766759,6.205114204,4.99682385
05CL_2828,B73xCML254,1027.723975,1138.671689,96.6757672,165.9327757,76.75563916,22.03774696,947.2416567,975.0947757,26.72375356,135.5790167,69.1641447,18.91232077,80.48231851,163.5769135,69.95201365,30.35375896,7.591494461,3.125426192
05CL_2829,B73xCML254,1244.101536,1375.863637,96.85918827,190.5124167,90.35038525,25.76579,977.2164144,1001.081791,23.62375879,132.9214173,69.17649501,20.49770455,266.8851212,374.7818468,73.23542948,57.59099944,21.17389023,5.268085456
05CL_2830,B73xCML254,936.8526444,956.3779234,18.38539035,163.3579891,67.34915218,22.89242147,895.2938607,906.8077715,9.548877877,143.8192799,64.11111217,20.05932163,41.55878367,49.57015192,8.83651247,19.53870917,3.238040012,2.833099845
05CL_2832,B73xCML254,1001.29779,1026.571428,16.55952965,186.2275789,88.96236103,21.9513662,886.5708124,875.2593183,-8.172672538,143.4605507,71.53921007,17.89099185,114.7269781,151.3121101,24.73220219,42.76702811,17.42315096,4.06037435
05CL_2833,B73xCML254,973.9018383,1001.856037,26.7109805,168.0304739,76.38632182,22.0387581,976.5032546,982.0629269,19.86638827,134.3432758,66.22315102,19.61303627,-2.601416363,19.7931104,6.844592227,33.68719809,10.1631708,2.42572183
05CL_2835,B97xCML254,999.8219777,1017.901544,18.07956614,179.0284453,99.70442378,22.88053936,884.6187622,894.2448767,9.626114459,122.871391,57.87097887,17.01418885,115.2032154,123.6566671,8.453451682,56.1570543,41.83344491,5.866350514
05CL_2837,B97xCML254,997.3029812,1017.211223,19.908242,154.8519944,80.84409739,23.39526992,891.8096312,903.6479941,11.83836292,118.8955194,48.80187548,18.11405409,105.49335,113.5632291,8.069879085,35.95647504,32.04222191,5.281215834
05CL_2838,B97xCML254,1020.857363,1110.378317,89.52095377,177.2577358,96.10580771,22.51619876,918.7422648,974.4985575,55.75629267,125.8555753,60.6796424,17.8437921,102.1150987,135.8797598,33.7646611,51.40216052,35.42616531,4.672406654
05CL_2839,B97xCML254,1180.92219,1225.990035,45.06784493,167.3064592,94.29258786,26.44478379,923.8001033,919.8852371,-3.914866173,127.907958,61.7396537,20.28856997,257.1220863,306.1047974,48.9827111,39.39850125,32.55293416,6.156213825
05CL_2840,B97xCML254,933.2753233,969.4550347,36.17971147,152.0877281,77.24505723,21.25215039,882.4668475,892.2132101,9.746362605,126.8433722,56.06752991,17.17617635,50.80847575,77.24182461,26.43334886,25.24435593,21.17752732,4.075974041
05CL_2841,B97xCML254,1001.293548,1101.665569,100.372021,160.1235832,77.03213154,21.54826397,891.9332064,957.4070205,65.47381409,124.0190148,46.37658458,16.8691332,109.3603418,144.2585488,34.89820695,36.10456843,30.65554696,4.679130772
05CL_2842,B97xCML254,924.1799649,1012.163994,87.98402878,152.7486665,64.69750133,21.42690857,836.0953532,867.6801844,31.58483113,121.5382182,42.94929137,16.17118933,88.08461162,144.4838093,56.39919765,31.21044833,21.74820995,5.255719247
05CL_2843,B97xCML254,949.3993239,1011.366099,61.96677514,178.0495957,99.03934542,21.02610713,873.9139747,904.1071852,30.19321053,136.6081921,62.53074587,16.88737215,75.48534921,107.2589138,31.77356462,41.44140366,36.50859955,4.138734978
05CL_2844,B97xCML254,983.5168389,1042.692802,59.1759633,154.0665024,71.01427815,19.77096523,919.5244323,935.7319847,16.20755243,123.5299684,49.93868708,16.42505506,63.99240664,106.9608175,42.96841087,30.53653399,21.07559107,3.345910174
05CL_2845,B97xCML254,1001.477048,1050.658791,49.18174321,180.6652095,87.98306967,20.66529839,910.450424,930.2494009,19.79897693,131.7210276,59.97883756,17.28325944,91.02662409,120.4093904,29.38276628,48.94418194,28.00423212,3.382038949
05CL_2846,B97xCML254,975.3350086,1017.811909,42.47690068,162.4761313,86.12175537,21.27243986,900.8271947,919.8767334,19.04953865,125.8167475,63.22482038,17.415158,74.50781388,97.93517592,23.42736203,36.65938379,22.896935,3.85728186
05CL_2847,B97xCML254,1080.183049,1179.896456,99.71340678,152.5521673,73.2476978,22.95142447,928.1254851,941.0541238,12.92863872,111.3702766,40.28501288,17.44906759,152.0575642,238.8423323,86.78476806,41.18189069,32.96268492,5.502356882
05CL_2849,B97xCML254,897.1620479,950.9529211,53.79087324,142.5961964,61.20111403,19.92451403,854.5803222,874.1589369,19.57861475,122.8026839,53.64940434,16.7471542,42.5817257,76.79398418,34.21225848,19.79351254,7.55170969,3.177359835
05CL_2850,B97xCML254,993.7103231,1035.567663,41.85733989,132.2995292,73.65525843,23.64731863,911.867486,916.730556,4.863069968,116.1488597,51.72939357,18.5050231,81.84283704,118.837107,36.99426992,16.15066944,21.92586486,5.142295531
05CL_2851,B97xCML254,982.3109442,1055.192517,72.88157325,177.0142674,80.65452405,21.28117804,881.5914322,921.2829478,39.69151558,131.2991172,57.08487598,17.50813071,100.719512,133.9095697,33.19005767,45.7151502,23.56964807,3.77304733
05CL_2852,B97xCML254,949.9648174,995.5454418,45.58062438,168.8782146,87.16485391,20.3356058,888.0092314,905.1979733,17.18874185,132.5429518,60.58085025,16.98150652,61.955586,90.34746852,28.39188252,36.33526276,26.58400366,3.354099279
05CL_2853,B97xCML254,950.9161107,1069.347638,118.4315272,140.705059,65.03017094,22.25814435,888.1691944,924.6009378,36.4317434,123.9224094,52.66371001,18.64028399,62.74691632,144.7467001,81.99978379,16.78264963,12.36646093,3.617860369
05CL_2854,B97xCML254,1036.578552,1087.941889,51.3633375,172.6723937,82.9617017,23.06563112,910.6942472,945.642266,34.94801879,126.5880063,50.17965968,17.98386202,125.8843045,142.2996232,16.41531871,46.08438744,32.78204202,5.081769094
05CL_2855,B97xCML254,1017.276691,1112.339051,95.06236002,180.1173889,90.95139053,23.15967567,911.0765882,927.7194166,16.64282839,131.6591297,71.05969296,19.12813337,106.2001026,184.6196342,78.41953163,48.45825924,19.89169757,4.031542303
05CL_2856,B97xCML254,1045.376529,1099.144777,53.76824773,204.4585702,106.7168588,22.54190889,916.8472243,922.2365801,5.38935579,144.4378409,77.37215089,18.48041478,128.529305,176.9081969,48.37889194,60.02072932,29.34470794,4.061494112
05CL_2857,B97xCML254,1023.60936,1059.450368,35.84100833,184.3927586,106.2898939,23.80347511,919.6305698,924.558061,4.92749121,134.4620625,77.56005075,20.34163398,103.9787901,134.8923072,30.91351712,49.93069617,28.72984312,3.461841136
05CL_2858,B97xCML254,916.8762467,960.7843829,43.90813617,161.7733136,83.91936862,20.90689958,871.3938485,884.8871979,13.49334945,138.1526121,67.82257175,17.37965337,45.48239825,75.89718497,30.41478672,23.6207015,16.09679687,3.527246209
05CL_2859,B97xCML254,1015.910154,1028.715808,12.80565427,190.3720139,105.2097394,25.05632769,947.3565199,929.1528917,-18.20362812,134.139618,77.44087989,21.01860636,68.55363426,99.56291666,31.00928239,56.23239586,27.76885949,4.037721334
05CL_2860,B97xCML254,1017.074801,1058.01168,40.93687875,197.8503129,116.800876,22.70968671,908.8989153,899.5538615,-9.345053829,135.0819044,74.43917971,18.16135272,108.1758862,158.4578187,50.28193257,62.76840842,42.36169628,4.548333993
05CL_2861,B97xCML254,1003.884736,1040.811216,36.92647982,149.8129339,79.68568762,20.13659038,905.7657548,919.3302161,13.56446132,118.7220578,57.13090635,17.86089039,98.118981,121.4809995,23.3620185,31.09087602,22.55478127,2.275699999
05CL_2862,B97xCML254,1006.599901,1055.317238,48.7173369,171.24417,90.9153153,24.5581958,920.9079959,931.5054015,10.59740558,128.5903328,66.90591439,19.31795081,85.69190474,123.8118361,38.11993132,42.65383721,24.00940091,5.240244994
05CL_2864,B97xCML254,943.0598182,994.4320806,51.37226245,159.7953039,75.57240623,20.9590121,882.1477121,907.4141007,25.26638859,122.6348905,49.14551974,17.44037621,60.9121061,87.01797996,26.10587386,37.16041343,26.42688649,3.518635895
05CL_2866,B97xCML254,984.3340497,1036.455945,52.12189489,158.0376312,80.95421367,21.31772653,891.9447845,900.9091611,8.964376624,142.782886,73.44844281,18.97266677,92.38926522,135.5467835,43.15751826,15.25474519,7.505770867,2.345059758
05CL_2867,B97xCML254,1094.20625,1138.114052,43.90780214,176.0929964,94.37636424,21.83286341,915.1715715,934.0185567,18.84698518,137.7925712,74.18559029,18.21502437,179.0346787,204.0954956,25.06081696,38.30042521,20.19077395,3.617839045
05CL_2868,B97xCML254,934.0112338,1010.598341,76.58710718,162.2551421,78.0884364,20.99190861,891.1207706,929.2271492,38.10637858,141.0889997,66.20788409,17.92772947,42.89046317,81.37119177,38.4807286,21.16614238,11.88055231,3.064179148
05CL_2869,B97xCML254,1078.858354,1158.476646,79.61829137,175.2600841,90.48762293,21.89088454,945.745791,964.4294167,18.68362574,128.3738384,63.76841624,18.01851398,133.1125632,194.0472288,60.93466563,46.88624565,26.71920669,3.872370553
05CL_2871,B97xCML254,1044.648705,1060.12398,15.47527476,161.7667027,90.99569806,22.31489938,896.2794815,888.7602921,-7.519189395,134.7476053,73.92149876,18.20291378,148.3692236,171.3636877,22.99446415,27.01909745,17.0741993,4.111985603
05CL_2872,B97xCML254,1011.6146,1034.356258,22.74165752,169.9080594,81.6925374,23.50453046,898.0988141,913.4275518,15.32873772,125.4465482,58.984258,18.72674439,113.515786,120.9287058,7.4129198,44.46151118,22.70827939,4.777786071
05CL_2873,B97xCML254,915.4690434,953.0878786,37.61883513,145.3292458,68.94756438,18.69276185,859.8635455,873.8156212,13.95207572,122.6516809,49.9130366,15.21632694,55.60549796,79.27225737,23.66675942,22.67756489,19.03452778,3.476434907
05CL_2874,B97xCML254,1044.802132,1084.855748,40.05361584,188.3803348,103.2605755,24.05616101,922.3080915,918.149542,-4.158549533,133.0842909,65.80577741,18.43533326,122.4940407,166.706206,44.21216537,55.29604394,37.4547981,5.620827741
05CL_2875,B97xCML254,911.0572704,963.5936197,52.53634928,117.4496852,52.72881522,18.18872352,878.4592937,895.5463491,17.08705539,94.76291855,37.87429679,15.12709858,32.59797674,68.04727063,35.44929389,22.68676668,14.85451842,3.061624935
05CL_2876,B97xCML254,924.9098851,994.8371955,69.92731042,172.241482,83.8355698,21.74134747,868.318647,902.8048557,34.4862087,135.59929,58.28248175,16.96863322,56.59123809,92.03233982,35.44110173,36.64219203,25.55308805,4.772714247
05CL_2877,B97xCML254,947.1264951,1017.197791,70.07129634,145.9455535,84.43553255,21.45317401,874.0499882,915.4554233,41.40543518,120.2731572,61.51338235,17.7581865,73.07650693,101.7423681,28.66586116,25.67239627,22.9221502,3.694987514
05CL_2878,B97xCML254,964.6335099,1015.096685,50.46317507,159.8752348,86.62604164,23.2541164,903.6014912,931.9985384,28.39704716,120.4476033,59.03311102,18.2479364,61.03201868,83.09814659,22.06612791,39.42763148,27.59293061,5.006179999
05CL_2879,B97xCML254,1025.488305,1093.30082,67.81251472,154.9346851,82.32195924,21.80950938,945.3976118,971.3283217,25.93070996,119.9259996,55.51429914,17.70451059,80.0906932,121.972498,41.88180476,35.00868548,26.80766009,4.104998784
05CL_2880,B97xCML254,973.5185127,1042.965884,69.44737149,148.1627773,76.02342566,22.02075302,898.3583776,917.1622976,18.80391993,118.2649034,55.3047523,17.50229213,75.16013507,125.8035866,50.64345156,29.89787387,20.71867336,4.518460889
05CL_2881,B97xCML254,973.0689174,1032.659239,59.59032208,153.7076494,74.36015987,20.93091415,911.4620693,935.0190693,23.55700003,131.0217158,56.08306843,17.25194119,61.6068481,97.64017015,36.03332205,22.68593358,18.27709144,3.67897296
05CL_2882,B97xCML254,984.5028186,1011.199633,26.6968142,179.6606891,91.77048555,22.27240544,906.4912778,904.6769279,-1.814349948,133.685753,56.20635151,17.75871948,78.01154077,106.5227049,28.51116415,45.97493605,35.56413404,4.513685959
05CL_2883,B97xCML254,946.9057025,994.1764054,47.27070289,163.8816778,77.52900755,22.14250729,879.5359465,890.3641946,10.82824814,127.0125266,58.82502237,18.54812654,67.36975605,103.8122108,36.44245475,36.86915115,18.70398519,3.594380752
05CL_2884,B97xCML254,985.9075091,1047.493587,61.58607819,178.4108717,95.26330475,22.05791849,890.6760041,916.7063207,26.0303166,143.1208644,66.41998746,17.96718291,95.23150503,130.7872666,35.5557616,35.29000728,28.8433173,4.090735576
05CL_2885,B97xCML254,927.4684066,1010.802535,83.33412806,178.5554394,97.0810613,21.53833729,858.7178393,906.5405158,47.82267651,125.8207053,58.68571028,16.95788651,68.75056729,104.2620188,35.51145155,52.73473408,38.39535102,4.580450772
05CL_2886,B97xCML254,954.1538539,980.247758,26.09390405,184.9300532,91.35642936,21.43289252,865.9711003,879.1810998,13.20999953,132.8779128,59.13440803,17.21251451,88.18275368,101.0666582,12.88390452,52.05214039,32.22202133,4.220378011
05CL_2887,B97xCML254,941.4672517,1001.428972,59.96172057,160.9617283,80.27228122,21.11007444,886.2741511,912.3594072,26.08525611,128.5110421,59.40050457,17.88610283,55.19310061,89.06956507,33.87646446,32.45068618,20.87177665,3.223971611
05CL_2888,B97xCML254,1033.297582,1061.849649,28.55206731,194.0249893,108.3592893,23.10302204,902.0645726,912.6679681,10.60339549,137.819473,78.00995801,17.8429393,131.233009,149.1816808,17.94867182,56.20551635,30.34933133,5.260082746
05CL_2890,B97xCML254,1024.425262,1097.369728,72.94446678,178.6462843,89.51457098,22.44447771,898.0511294,919.9382225,21.88709306,124.7985517,54.45541015,17.78488611,126.3741323,177.431506,51.05737372,53.84773261,35.05916083,4.659591602
05CL_2892,B97xCML254,958.4320436,1030.441448,72.00940451,170.7413012,67.80237084,20.85306725,877.4465583,908.6053774,31.15881913,119.5244054,42.71750871,16.64975496,80.98548532,121.8360707,40.85058538,51.21689581,25.08486213,4.203312284
05CL_2893,B97xCML254,1014.775679,1058.036626,43.26094638,183.6438645,87.51277671,21.7927906,901.4974644,918.7787449,17.28128042,135.1647418,56.3235728,17.01329544,113.2782149,139.2578809,25.97966596,48.47912275,31.18920391,4.779495162
05CL_2894,B97xCML254,972.8802783,991.0661166,18.1858383,125.8178952,67.74062664,19.66920754,861.2494059,858.1986578,-3.050748091,108.7214869,50.18383305,17.16163739,111.6308724,132.8674588,21.23658639,17.09640825,17.55679359,2.507570154
05CL_2895,B97xCML254,970.4817303,998.2250017,27.74327147,164.760477,91.96745859,22.01419193,891.4859119,911.3675126,19.88160071,125.8746697,59.93225968,17.68369994,78.99581833,86.85748909,7.861670758,38.88580734,32.03519892,4.330491985
05CL_2896,B97xCML254,1133.082823,1160.491639,27.40881571,171.0654409,87.9730407,24.4253936,934.0078305,922.3627659,-11.64506457,122.9623641,51.83291187,18.31648817,199.0749928,238.128873,39.05388028,48.10307675,36.14012883,6.108905428
05CL_2897,B97xCML254,881.9445728,934.7826578,52.83808507,160.7581558,69.13590244,19.88728168,830.7950562,845.8847215,15.08966529,126.9776747,48.86117562,15.73200216,51.14951654,88.89793632,37.74841978,33.78048105,20.27472682,4.155279511
05CL_2898,B97xCML254,930.3345,-,-,161.0353896,85.20652438,20.01082154,895.2474772,930.8854546,35.63797743,117.7419687,51.96539679,16.17264033,35.08702283,-,-,43.29342087,33.24112759,3.838181214
05CL_2899,B97xCML254,920.3603664,982.8035929,62.44322656,125.1403709,51.87334152,19.82141322,859.0799723,880.813434,21.73346177,111.6116854,44.1401349,16.81552568,61.2803941,101.9901589,40.70976478,13.52868553,7.733206622,3.005887546
05CL_2900,B97xCML254,1044.540052,1101.352185,56.81213321,161.5267103,84.70643554,23.35192398,882.4756485,905.9179162,23.44226765,137.0465329,67.24510594,19.16194497,162.0644033,195.4342688,33.36986556,24.48017735,17.4613296,4.189979006
05CL_2901,B97xCML254,991.09335,1034.009577,42.9162275,144.6110474,79.37403161,22.75066429,906.6920056,943.9783496,37.28634408,124.1583646,62.85911918,18.64262344,84.40134442,90.03122785,5.629883422,20.45268288,16.51491243,4.108040842
05CL_2902,B97xCML254,1026.844443,1042.791847,15.94740484,179.9196377,98.16541938,23.93308323,914.4393975,911.3831719,-3.056225557,130.9576009,71.51444734,19.44391808,112.405045,131.4086754,19.00363039,48.96203683,26.65097205,4.489165148
05CL_2903,B97xCML254,1136.972934,1179.534679,42.5617458,175.2719962,100.6955077,24.84807929,947.8484796,957.0925489,9.2440693,123.8507385,59.63345979,18.92192076,189.124454,222.4421305,33.3176765,51.42125766,41.06204791,5.926158523
05CL_2904,B97xCML254,996.5806507,1028.521136,31.94048529,159.1224386,85.75754808,22.34471818,908.245142,916.8553749,8.610232908,129.4999427,62.94571978,18.37797013,88.33550867,111.6657611,23.33025238,29.62249594,22.8118283,3.966748043
05CL_2905,B97xCML254,977.8114117,1037.90718,60.09576796,148.9228502,73.77223092,21.89673228,876.4461219,902.488529,26.04240716,113.8174021,47.646351,17.87512633,101.3652899,135.4186507,34.05336079,35.10544805,26.12587992,4.021605947
05CL_2906,B97xCML254,1039.826613,1110.429549,70.60293534,176.4003075,91.3190257,23.65828567,924.8618684,940.5313602,15.66949174,118.4615007,58.12500573,19.43105901,114.9647448,169.8981884,54.9334436,57.93880676,33.19401997,4.227226655
05CL_2908,B97xCML254,1116.219622,1196.301089,80.0814662,133.5020233,68.11542361,22.69979528,913.0619958,916.5907995,3.528803627,113.8632825,49.01448669,17.56841711,203.1576266,279.7102892,76.55266257,19.63874084,19.10093692,5.131378164
05CL_2909,B97xCML254,1043.901946,1098.475941,54.57399503,141.6125537,69.05920752,23.49559402,921.9944894,948.1588264,26.164337,117.3485914,51.68459888,18.9460239,121.9074564,150.3171144,28.40965804,24.26396235,17.37460864,4.54957012
05CL_2910,B97xCML254,879.7590108,955.7421824,75.98317157,152.6427551,69.44365618,20.10968123,867.0972344,910.9528395,43.85560514,132.1807585,54.39175066,16.43607213,12.66177644,44.78934286,32.12756643,20.46199659,15.05190553,3.673609095
05CL_2911,B97xCML254,946.8662781,976.2576585,29.39138035,157.551909,95.97438636,22.74662461,917.5961977,927.4519915,9.855793858,128.7480084,64.69797958,18.39962468,29.27008043,48.80566693,19.5355865,28.80390066,31.27640678,4.346999933
05CL_2912,B97xCML254,1094.905379,1129.998684,35.09330483,163.0010853,84.91572093,24.94560237,938.1566309,951.181592,13.02496109,128.4432453,63.7270159,19.98187084,156.748748,178.8170918,22.06834374,34.55784001,21.18870503,4.963731538
05CL_2913,B97xCML254,907.3384102,958.8942839,51.55587372,141.8300485,72.0859773,20.03193331,851.9805492,860.6791854,8.698636205,111.284627,43.11583427,15.70582928,55.35786097,98.21509849,42.85723752,30.54542154,28.97014303,4.326104032
05CL_2914,B97xCML254,992.8406512,1049.584164,56.74351251,193.3140093,101.1320493,23.94806601,899.5970945,913.4309082,13.83381365,148.5492862,79.33386482,19.08953522,93.24355668,136.1532555,42.90969885,44.76472304,21.79818445,4.858530782
05CL_2915,B97xCML254,915.9645855,990.9755731,75.01098757,173.3806956,79.13510151,21.33621953,855.6033882,915.5777382,59.97435001,135.1559337,58.34583879,17.74213599,60.36119732,75.39783489,15.03663756,38.22476194,20.78926272,3.594083541
05CL_2916,B97xCML254,997.8167938,1024.024486,26.20769245,150.3453118,76.45647811,22.99693715,917.0429892,920.5576006,3.514611436,113.5265535,52.8587039,17.68113555,80.77380461,103.4668856,22.69308102,36.81875824,23.59777421,5.315801608
05CL_2918,B97xCML254,1020.767633,1056.760079,35.99244594,158.6391002,74.58595634,21.77734438,931.4316637,934.3558501,2.92418639,125.1357826,57.07088369,17.67745248,89.3359693,122.4042288,33.06825955,33.50331758,17.51507265,4.099891898
05CL_2919,B97xCML254,1011.645981,1052.225222,40.57924076,170.7510078,90.81909605,23.58425038,949.2594888,969.7229555,20.46346666,135.786052,64.73889998,19.28117644,62.38649242,82.50226653,20.11577411,34.96495583,26.08019608,4.303073941
05CL_2920,B97xCML254,1017.598518,1056.148186,38.54966819,152.9404489,81.37329911,23.12993408,952.529022,972.8070336,20.27801162,115.958258,46.28899322,18.864619,65.06949596,83.34115254,18.27165657,36.98219089,35.08430589,4.265315081
05CL_2921,B97xCML254,1046.066058,1090.558934,44.49287639,158.3225413,65.68966919,21.21549856,940.7732197,967.8908877,27.117668,125.7659663,51.91068597,17.12706815,105.2928382,122.6680466,17.37520839,32.55657501,13.77898322,4.088430414
05CL_2922,B97xCML254,1052.778505,1113.469295,60.69078994,154.6072577,78.6625979,23.7965699,948.7021579,971.9307808,23.22862295,117.4236432,56.13517869,19.81429656,104.0763468,141.5385138,37.46216699,37.18361456,22.52741921,3.982273339
05CL_2923,B97xCML254,1089.776659,1102.029154,12.25249486,181.2610318,97.36993343,24.1210469,919.0387565,926.9598063,7.921049794,133.6739444,68.35769153,18.40914416,170.7379025,175.0693475,4.331445067,47.58708741,29.0122419,5.711902738
05CL_2924,B97xCML254,955.5368212,1003.734236,48.19741459,188.5804197,90.99675695,22.06264424,877.2203772,898.134024,20.91364675,147.149425,69.46778291,18.81555958,78.31644394,105.6002118,27.28376784,41.43099467,21.52897403,3.247084662
05CL_2925,B97xCML254,1032.751644,1073.498838,40.74719377,179.0176959,90.55014162,23.11508812,902.8726817,919.6658291,16.79314738,126.4917817,50.35440789,17.98393719,129.8789622,153.8330086,23.95404639,52.52591423,40.19573373,5.131150931
05CL_2926,B97xCML254,938.4051921,993.978782,55.57358994,149.4049544,67.14662435,20.37568597,899.7582038,920.2778501,20.51964633,110.8560732,46.89570142,17.68174348,38.64698829,73.7009319,35.05394361,38.54888127,20.25092292,2.693942492
05CL_2927,B97xCML254,962.5283854,1045.969959,83.44157344,155.7396307,77.38027708,22.95454824,881.7763753,919.8764093,38.10003394,131.828988,58.71774289,18.3629898,80.75201008,126.0935496,45.3415395,23.9106427,18.66253418,4.59155844
05CL_2928,B97xCML254,969.9783594,995.1129889,25.13462946,98.37875013,47.76567154,-,898.9030342,917.1218026,18.2187684,126.5836911,58.78864738,17.94839967,71.0753252,77.99118626,6.915861052,-,-,-
05CL_2929,B97xCML254,1055.862676,1100.846373,44.983697,172.4664856,96.85452044,23.67473677,888.7894041,892.4419124,3.652508228,137.1431626,75.79295974,19.30295322,167.0732718,208.4044605,41.33118877,35.32332306,21.0615607,4.371783551
05CL_2931,B97xCML254,1002.402451,1053.743738,51.34128655,167.9579859,88.97513288,21.65866471,897.3738273,927.0503921,29.67656473,132.8754047,64.06967616,18.18632742,105.028624,126.6933459,21.66472183,35.0825812,24.90545672,3.472337297
05CL_2932,B97xCML254,1003.948175,1055.78246,51.83428416,149.0048834,78.53877637,23.38170603,923.5190674,928.1722021,4.6531347,128.0883016,65.77508328,18.94506197,80.42910799,127.6102575,47.18114946,20.91658185,12.7636931,4.436644055
05CL_2933,B97xCML254,970.5237304,1015.88698,45.36324915,184.2378519,93.08082481,22.92971569,897.8507706,919.8758983,22.02512764,131.5757177,65.34690536,19.00113271,72.67295981,96.01108132,23.33812151,52.6621342,27.73391945,3.92858298
05CL_2934,B97xCML254,1046.035517,1066.251502,20.21598497,168.0077116,86.98096233,23.44330424,936.0109202,944.459832,8.448911827,134.4745882,70.69026035,19.7227863,110.0245965,121.7916697,11.76707314,33.53312346,16.29070198,3.720517942
05CL_2935,B97xCML254,1014.407639,1065.986198,51.57855912,167.9751895,92.79355537,22.73470627,943.9089349,975.0030008,31.09406587,120.5251759,68.10956225,18.87173415,70.49870414,90.98319739,20.48449325,47.45001359,24.68399311,3.862972116
05CL_2936,B97xCML254,980.4853939,1046.491862,66.00646766,155.3301021,79.83695875,21.48676451,909.3666183,923.7073321,14.34071384,130.0399514,61.18049606,18.17600526,71.11877556,122.7845294,51.66575382,25.29015071,18.65646269,3.310759242
05CL_2939,B97xCML254,1016.694454,1023.872435,7.177980753,180.9637793,96.86200996,22.69370618,919.4677133,902.0165178,-17.45119555,125.1673333,60.76768936,17.25521258,97.22674072,121.855917,24.6291763,55.79644597,36.09432061,5.438493599
05CL_2940,B97xCML254,1057.676212,1075.257818,17.58160632,183.4550963,103.4017513,24.10914029,909.5696363,908.8170175,-0.752618847,138.3141857,78.51206095,19.60430381,148.1065756,166.4408007,18.33422517,45.14091066,24.88969038,4.504836478
05CL_2941,B97xCML254,1050.219303,1098.765201,48.54589808,154.1777494,71.05205375,21.99933047,875.0617897,864.7645469,-10.29724285,126.7739821,43.79849123,17.31655118,175.1575132,234.0006541,58.84314093,27.40376731,27.25356251,4.682779287
05CL_2942,B97xCML254,989.5015611,1024.54037,35.03880886,165.9162322,87.41695808,23.268753,882.5768656,896.9614325,14.38456695,137.4353536,67.84485354,18.4864908,106.9246955,127.5789374,20.65424191,28.4808786,19.57210454,4.782262203
05CL_2943,B97xCML254,1035.792689,1143.194516,107.4018271,140.7951264,67.30395131,21.28714532,897.3362317,936.7192228,39.38299108,116.546018,46.59812691,17.11586793,138.4564576,206.4752937,68.01883601,24.24910838,20.7058244,4.171277388
05CL_2944,B97xCML254,997.4181599,1050.005958,52.58779838,148.9321323,74.40237703,22.48014302,891.7710868,925.5110049,33.73991815,122.7757929,61.03021088,18.58481461,105.6470731,124.4949533,18.84788024,26.15633939,13.37216615,3.895328409
05CL_2945,B97xCML254,1073.670677,1115.584762,41.91408543,136.9756315,59.83328348,22.08900424,885.0535382,897.1132203,12.0596821,102.9817718,38.73361779,17.14964955,188.6171389,218.4715422,29.85440333,33.99385963,21.09966569,4.939354686
05CL_2946,B97xCML254,1003.995403,1056.990507,52.99510312,173.5143337,91.24061282,22.43746566,869.5988125,896.9158693,27.31705682,136.5686661,63.013482,18.00224241,134.3965909,160.0746372,25.6780463,36.94566759,28.22713082,4.435223257
05CL_2947,B97xCML254,986.998157,1051.706431,64.708274,169.8897644,78.19239713,21.61074689,884.5600015,911.6294839,27.06948241,126.9060289,50.45697228,17.29674383,102.4381555,140.0769471,37.63879159,42.98373548,27.73542485,4.314003058
05CL_2948,B97xCML254,1044.130843,1110.431379,66.30053643,182.299822,86.68144464,22.40621072,869.0372336,882.2918338,13.25460019,131.8447026,57.15662732,16.88188856,175.0936091,228.1395453,53.04593624,50.45511942,29.52481732,5.524322161
05CL_2949,B97xCML254,1008.653031,1051.407525,42.75449401,187.9554538,109.5627767,23.13123578,916.9133645,948.6810704,31.76770589,127.6944245,68.33421729,18.83553184,91.73966612,102.7264543,10.98678813,60.26102927,41.2285594,4.295703943
05CL_2951,B97xCML254,975.2069185,1055.423482,80.21656305,152.0929623,71.34719804,20.27360321,850.9062463,883.6846613,32.778415,108.2053371,41.72931834,16.19428531,124.3006722,171.7388202,47.43814805,43.88762524,29.6178797,4.079317902
05CL_2952,B97xCML254,1001.419871,1058.506407,57.08653645,135.148146,52.37011775,19.64919677,901.0875045,934.9252655,33.83776105,115.9667514,46.07695574,15.76447204,100.3323662,123.5811416,23.2487754,19.1813946,6.293162012,3.88472473
05CL_2953,B97xCML254,974.170567,1009.537813,35.36724576,164.7807743,80.11791435,22.0261074,861.7155959,866.4665884,4.750992513,131.1025199,54.23025288,17.1423377,112.4549711,143.0712244,30.61625325,33.67825441,25.88766147,4.883769705
05CL_2954,B97xCML254,1039.748795,1088.109286,48.36049102,176.4814413,99.53390058,23.31686014,863.5306833,872.2223929,8.691709514,126.145314,60.87597529,17.61181148,176.2181117,215.8868932,39.66878151,50.33612729,38.6579253,5.705048661
